FIPS,T2,Q2,U10,V10,SWDOWN,GLW
1109,300.93,0.01398,-4.25,-3.23,481.03,427.77
1111,297.34,0.01191,-4.11,-1.98,467.63,399.14
1113,299.12,0.01263,-4.84,-3.54,434.85,420.07
1115,299.52,0.01213,-3.58,0.1,740.42,390.1
1117,299.33,0.01209,-3.35,-0.87,638.08,400.86
1119,299.32,0.01285,-3.14,-0.64,250.78,419.35
1121,299.01,0.01197,-3.46,-0.91,583.21,399.1
1123,297.94,0.01238,-3.58,-1.71,331.16,410.27
1125,300.39,0.01257,-3.92,-0.43,538.34,414.72
1127,301.06,0.01218,-3.1,1.75,684.79,405.92
1129,301.38,0.0155,-3.34,-2.22,563.06,420.55
1131,299.27,0.01355,-3.35,-2.5,459.69,413.67
1133,301.29,0.01235,-2.06,1.74,590.35,412.42
4001,301.98,0.00634,0.25,0.62,963.28,338.1
4003,304.31,0.00799,-6.78,3.2,992.02,354.25
4005,303.88,0.00651,-0.25,1.44,937.11,350.67
4007,305.8,0.00756,-0.97,3.01,954.4,368.6
4009,305.1,0.00778,-3.61,3.65,981.28,358.45
4011,302.62,0.0074,-1.4,2.36,983.5,344.51
4012,314.83,0.00787,-1.77,5.02,942.82,419.57
4013,313.74,0.00749,-2.83,3.27,944.5,410.46
4015,309.51,0.00651,1.9,2.1,938.6,380.98
4017,303.19,0.00674,0.04,1.13,958.16,346.92
4019,310.99,0.00727,-5.92,2.96,970.08,389.27
4021,312.06,0.00694,-4.79,3.53,963.33,395.83
4023,305.07,0.00763,-8.11,3.49,994.86,354.09
4025,307.15,0.00693,0.23,2.85,941.97,375.34
4027,314.47,0.00922,-1.51,3.1,948.88,423.8
5001,303.45,0.01378,-1.56,0.89,624.11,419.68
5003,302.47,0.01371,-2.44,2.26,602.37,427.06
5005,304.23,0.01114,-0.4,-0.61,897.1,388.0
5007,303.55,0.0112,-0.84,-3.46,913.15,379.66
5009,303.32,0.01123,-0.93,-1.81,890.61,382.2
5011,302.66,0.01444,-2.31,0.84,709.75,418.94
5013,301.29,0.01546,-2.45,0.21,634.76,416.1
5015,302.93,0.01147,-1.1,-2.36,901.61,378.87
5017,303.19,0.01269,-2.73,2.72,480.07,436.14
5019,302.8,0.01394,-2.63,-0.35,601.16,421.53
5021,303.2,0.01181,-1.23,0.53,880.1,389.68
5023,301.89,0.01087,-3.51,1.84,860.32,382.61
5025,302.89,0.01396,-1.89,1.2,659.83,414.84
5027,300.52,0.01466,-3.39,-0.42,340.36,428.46
5029,304.4,0.01027,-3.82,2.19,831.36,396.15
5031,300.2,0.01328,-1.47,3.29,687.04,395.59
5033,305.27,0.0109,-1.13,-2.64,897.6,392.27
5035,301.68,0.01523,0.07,0.12,807.12,405.09
5037,298.96,0.01435,0.78,-0.45,517.89,408.54
5039,302.52,0.01431,-2.26,0.29,672.23,417.36
5041,304.27,0.0126,-2.33,1.61,698.16,420.24
5043,303.19,0.01335,-2.14,1.69,661.82,420.76
5045,302.74,0.01119,-3.52,1.47,771.55,398.91
5047,305.98,0.01025,-1.64,-1.39,826.05,405.63
5049,304.05,0.01089,-1.02,0.25,896.9,386.88
5051,302.96,0.01208,-2.47,0.23,718.07,405.43
5053,301.86,0.01427,-0.77,-0.74,659.71,412.53
5055,302.89,0.01227,-1.05,1.77,875.05,390.12
5057,302.73,0.01476,-2.35,0.1,738.79,416.24
5059,300.95,0.01377,-1.88,0.26,547.45,411.29
5061,303.33,0.01316,-3.01,-0.29,653.34,413.14
5063,302.03,0.01134,-2.68,2.13,842.66,384.87
5065,303.82,0.01098,-1.84,0.79,896.44,387.02
5067,300.05,0.01288,-1.78,2.39,769.75,388.23
5069,303.09,0.01387,-0.99,0.57,655.24,420.96
5071,304.96,0.01044,-2.0,-0.48,885.74,392.88
5073,301.91,0.01443,-2.67,-0.5,385.89,434.3
5075,303.08,0.01191,-2.11,1.17,883.57,389.02
5077,302.54,0.01472,-0.05,-0.95,689.99,413.43
5079,303.26,0.01335,-1.69,1.43,669.76,415.66
5081,303.03,0.01503,-2.98,0.7,717.52,419.61
5083,306.26,0.01029,-2.13,-0.82,814.88,408.46
5085,300.57,0.01364,-1.02,-1.72,622.09,410.13
5087,302.46,0.01117,-1.23,-2.73,883.56,377.51
5089,303.99,0.01122,-0.71,-1.1,889.38,387.73
5091,302.52,0.01508,-2.33,-0.46,688.48,418.18
5093,297.88,0.01496,0.44,2.02,338.44,414.38
5095,302.48,0.01425,-1.1,-1.65,703.13,411.28
5097,303.22,0.01099,-3.16,-0.15,734.83,399.71
5099,302.19,0.01434,-2.68,0.21,588.03,422.37
5101,302.47,0.01111,-1.45,-1.86,900.26,377.51
5103,300.07,0.01548,-2.8,1.04,416.89,423.52
5105,303.57,0.01106,-3.05,0.78,780.89,399.18
5107,302.75,0.01446,-1.29,0.91,560.5,417.0
5109,303.07,0.01321,-2.51,-0.62,590.66,416.85
5111,298.2,0.01417,-1.52,1.48,592.08,397.94
5113,303.72,0.01078,-3.16,-0.43,730.81,401.11
5115,304.58,0.01034,-2.48,0.64,807.97,398.8
5117,300.33,0.01397,-0.95,-2.31,639.37,407.38
5119,301.18,0.0129,-1.82,0.18,708.92,406.89
5121,303.24,0.01168,-1.77,0.28,888.01,387.45
5123,301.2,0.01473,0.81,-1.41,686.35,409.23
5125,301.37,0.01316,-2.25,0.56,584.84,412.71
5127,305.04,0.01046,-2.24,-0.93,748.15,410.67
5129,303.33,0.01102,-1.07,-1.18,894.19,383.7
5131,306.53,0.01046,-1.01,-1.75,869.53,403.27
5133,303.67,0.0133,-3.39,-0.15,588.31,421.54
5135,303.26,0.01139,-2.02,0.6,890.56,386.11
5137,303.24,0.0108,-2.29,0.21,898.03,382.95
5139,301.51,0.01507,-2.7,0.49,597.58,420.48
5141,303.58,0.01046,-2.7,0.13,820.2,392.25
5143,303.65,0.011,-1.5,-3.22,893.9,382.28
5145,299.25,0.01246,-2.17,0.42,618.3,398.91
5147,295.92,0.01417,-1.33,-0.52,289.83,406.62
5149,305.15,0.01008,-3.57,1.04,796.46,402.65
6001,305.73,0.00645,1.2,-1.28,904.16,359.06
6003,298.93,0.00448,4.16,3.07,936.93,303.02
6005,308.42,0.00499,2.76,-0.13,907.28,359.88
6007,311.46,0.00347,1.89,-0.71,894.86,365.89
6009,309.71,0.00474,2.68,0.35,906.29,367.93
6011,311.47,0.00318,-2.02,-0.35,892.05,372.43
6013,307.61,0.00575,1.33,-0.8,900.56,365.14
6015,299.68,0.00851,1.98,-0.01,864.62,325.73
6017,306.58,0.00395,2.89,-0.1,916.19,339.87
6019,307.3,0.00456,1.16,0.24,917.63,362.13
6021,311.28,0.0036,-1.56,-0.25,887.42,370.61
6023,302.12,0.00773,2.0,-0.84,861.96,343.58
6025,313.66,0.00726,-1.0,2.36,938.36,420.98
6027,308.86,0.00376,-1.18,1.66,921.92,359.49
6029,311.07,0.00464,-0.2,-0.51,932.55,380.35
6031,312.71,0.00422,0.39,-0.53,915.01,392.76
6033,310.12,0.00389,-0.54,0.98,896.21,362.23
6035,303.46,0.00316,2.43,0.55,909.33,318.55
6037,306.54,0.00766,2.1,-0.12,926.86,377.04
6039,307.84,0.00477,2.05,1.43,918.72,361.29
6041,300.03,0.0082,2.44,-0.27,890.65,345.0
6043,307.21,0.00462,3.34,1.67,917.93,356.16
6045,305.11,0.00676,2.42,-1.06,880.21,352.94
6047,311.26,0.00455,-0.44,0.08,908.4,381.77
6049,303.66,0.00385,1.98,0.43,892.97,324.49
6051,299.7,0.00429,1.66,2.29,941.79,309.61
6053,307.28,0.00567,0.55,0.07,912.2,373.05
6055,310.45,0.00377,-3.51,-0.54,899.85,369.48
6057,306.68,0.00373,2.8,-0.06,913.96,336.37
6059,303.86,0.00955,3.95,0.1,935.77,373.63
6061,306.42,0.00372,2.58,-0.1,913.91,338.78
6063,303.42,0.00372,3.16,0.02,912.47,319.41
6065,313.02,0.00643,-0.83,2.47,921.98,406.09
6067,309.39,0.00517,1.27,-0.06,894.96,373.86
6069,310.58,0.00447,0.28,0.31,920.02,373.83
6071,311.88,0.0055,-1.2,2.23,928.53,389.18
6073,307.65,0.00759,-0.91,-0.1,952.34,381.24
6075,292.56,0.00977,3.83,-1.55,890.37,324.29
6077,310.01,0.00521,0.76,-0.78,899.73,376.92
6079,307.87,0.00598,1.64,-0.3,919.92,380.48
6081,297.53,0.00956,2.91,-1.87,896.49,338.09
6083,302.09,0.00849,4.0,-1.43,923.33,366.02
6085,309.15,0.00564,0.05,-0.35,909.91,369.39
6087,302.05,0.00857,2.65,-0.62,899.66,354.67
6089,307.91,0.00359,1.72,1.51,892.78,341.52
6091,302.99,0.00364,2.7,0.4,919.86,317.02
6093,304.19,0.0042,1.81,1.05,885.97,324.5
6095,309.2,0.00483,-0.01,-0.84,896.24,370.68
6097,307.76,0.00618,1.83,1.2,890.0,365.96
6099,310.86,0.00468,-0.29,-0.1,906.31,378.82
6101,312.17,0.00314,0.11,-0.84,890.83,379.3
6103,309.52,0.0038,0.27,-0.21,890.72,357.45
6105,305.79,0.00383,2.34,0.98,887.47,333.44
6107,306.03,0.00475,2.2,0.74,917.32,359.28
6109,303.5,0.00466,3.85,1.69,925.75,332.98
6111,304.46,0.0084,3.49,0.93,930.04,369.79
6113,310.55,0.00366,-1.53,-1.03,894.81,372.95
6115,311.76,0.00347,1.82,-1.03,897.37,369.71
8001,302.85,0.0065,-0.84,0.07,938.62,333.67
8003,297.57,0.00577,0.35,-0.1,979.19,301.51
8005,302.41,0.00639,-0.93,-0.81,939.98,332.2
8007,297.33,0.00607,3.32,0.64,955.72,313.24
8009,300.04,0.01056,-2.45,0.02,943.45,347.81
8011,301.59,0.00997,-1.8,0.77,938.28,350.81
8013,298.49,0.00456,-3.35,-0.18,953.04,298.92
8014,303.87,0.00469,-2.02,-0.16,948.22,324.14
8015,293.8,0.00358,-1.29,-2.14,979.85,271.61
8017,300.22,0.01018,-0.88,1.69,929.3,346.27
8019,291.5,0.00435,-2.61,-1.58,959.95,271.46
8021,294.94,0.00627,-0.59,-0.71,969.9,299.7
8023,294.76,0.00595,1.96,-0.79,982.21,291.11
8025,301.83,0.00946,-1.33,1.64,935.53,349.66
8027,294.46,0.00668,-1.18,-1.98,972.58,291.22
8029,301.07,0.00343,1.77,0.22,967.0,305.49
8031,302.76,0.00537,-1.14,-0.87,949.03,323.25
8033,298.4,0.00539,2.61,-0.82,965.18,307.28
8035,299.73,0.00539,-1.37,-2.5,956.18,309.83
8037,295.23,0.00322,-0.92,-2.97,976.44,272.05
8039,300.66,0.00746,-0.76,0.63,939.26,331.4
8041,298.78,0.00859,-0.86,1.99,945.42,325.25
8043,298.41,0.00595,-1.31,-0.03,959.84,307.34
8045,299.36,0.0032,-1.19,-0.09,962.08,294.97
8047,293.98,0.00478,-4.2,-0.41,952.86,282.47
8049,294.6,0.00382,-0.66,-2.34,963.27,276.78
8051,294.9,0.0033,1.61,-2.86,983.77,272.3
8053,291.37,0.00377,1.6,-4.9,957.59,267.57
8055,297.39,0.00743,-2.14,-0.1,960.29,314.42
8057,295.45,0.00383,-0.89,-2.47,953.64,282.39
8059,299.03,0.00455,-3.81,-1.62,960.61,298.99
8061,300.78,0.0101,-1.33,1.44,933.15,348.63
8063,300.42,0.01007,-0.69,1.99,924.61,346.44
8065,290.61,0.00336,0.49,-3.91,987.29,252.83
8067,297.89,0.0062,2.08,0.76,920.02,319.87
8069,298.1,0.00434,-1.84,-1.18,946.98,296.92
8071,299.48,0.008,-2.5,-0.64,955.59,329.75
8073,300.51,0.00907,-0.73,2.34,936.63,337.69
8075,302.08,0.0095,-0.97,2.67,912.42,347.48
8077,302.0,0.00315,-0.32,-0.76,958.26,310.23
8079,292.73,0.00396,1.61,-4.33,965.46,274.33
8081,301.49,0.00342,0.48,0.78,948.97,308.49
8083,301.19,0.00598,2.41,0.47,961.47,324.79
8085,301.67,0.00388,1.33,-1.24,960.86,312.81
8087,303.54,0.0068,-0.42,1.45,927.2,340.94
8089,302.03,0.00884,-2.0,0.19,940.77,348.17
8091,296.45,0.00338,0.5,-4.5,984.19,279.65
8093,293.99,0.00412,-2.02,-2.08,969.89,277.64
8095,301.08,0.0107,-1.1,3.06,907.51,350.89
8097,293.07,0.00313,0.21,-3.53,985.91,260.85
8099,301.07,0.01041,-2.02,0.48,934.16,353.41
8101,301.31,0.00865,-2.1,1.27,943.62,340.88
8103,301.14,0.00322,-0.98,-2.13,955.68,303.26
8105,295.44,0.00572,-1.18,-0.99,976.73,292.79
8107,298.04,0.00378,-0.19,-1.5,946.56,295.78
8109,295.12,0.00437,1.09,-1.52,982.6,280.97
8111,289.97,0.00423,1.36,-5.49,993.4,259.54
8113,299.55,0.00467,1.72,-2.19,966.88,307.49
8115,301.25,0.01063,-0.83,3.31,903.9,351.56
8117,291.42,0.00347,0.19,-3.31,979.94,256.77
8119,294.21,0.0057,-1.42,-1.89,955.59,289.15
8121,302.15,0.0085,-1.2,1.52,922.86,345.33
8123,303.03,0.00666,-0.33,2.37,931.61,332.9
8125,301.37,0.01052,-1.3,2.57,913.3,352.57
9001,293.95,0.00781,-4.06,0.52,711.8,328.57
9003,296.36,0.00757,-3.18,-0.77,737.45,335.39
9005,294.19,0.00773,-3.65,-0.48,735.57,324.04
9007,295.06,0.00792,-4.05,1.36,728.31,332.2
9009,294.44,0.00837,-4.18,1.11,699.51,336.21
9011,295.26,0.00779,-4.6,0.04,735.25,329.68
9013,296.18,0.00744,-3.87,-0.63,741.86,331.88
9015,295.78,0.00746,-4.59,-1.74,742.25,329.25
10001,297.38,0.00971,-7.95,0.74,742.92,352.02
10003,298.51,0.00821,-5.62,0.08,789.97,346.12
10005,296.97,0.01052,-8.16,-1.6,586.7,372.45
11001,300.01,0.00907,-4.15,0.77,523.22,384.63
12001,299.47,0.01705,1.33,-0.39,288.03,436.25
12003,298.12,0.01538,1.72,-1.48,193.26,432.48
12005,301.63,0.0171,-2.49,-2.91,326.61,434.18
12007,298.4,0.01567,2.14,-1.15,186.14,434.3
12009,303.9,0.01932,0.04,6.07,636.97,437.45
12011,306.7,0.01624,-1.35,5.32,885.96,429.01
12013,301.25,0.01584,-1.45,-3.2,265.69,435.35
12015,302.81,0.01836,3.05,5.1,329.08,439.32
12017,303.41,0.0191,4.28,0.28,869.46,421.81
12019,298.76,0.01567,4.01,-0.6,490.22,421.08
12021,305.39,0.01694,1.65,5.1,795.73,431.73
12023,300.32,0.01544,0.42,-2.57,268.69,441.24
12027,302.87,0.01857,2.92,5.15,465.3,433.07
12029,301.05,0.01766,1.14,0.53,407.15,438.43
12031,296.62,0.01493,4.47,0.8,206.73,425.66
12033,301.58,0.01657,-4.77,-1.69,628.79,417.69
12035,303.94,0.01897,2.62,2.11,490.74,448.44
12037,301.05,0.01836,-0.45,-1.39,206.91,441.61
12039,301.22,0.01532,-1.57,-3.85,529.89,417.7
12041,300.43,0.01705,-0.08,0.4,134.9,444.9
12043,305.8,0.01613,2.35,5.19,534.45,442.27
12045,300.68,0.01749,-1.13,-1.76,259.11,434.63
12047,301.66,0.01546,0.73,-3.14,400.91,440.47
12049,303.03,0.01921,2.25,5.89,647.63,431.73
12051,306.48,0.01581,2.19,5.18,750.03,438.08
12053,303.63,0.0198,4.21,0.4,846.47,428.41
12055,304.97,0.01702,2.72,5.32,609.09,437.66
12057,303.39,0.02027,2.71,3.73,665.55,441.71
12059,300.26,0.01507,-2.34,-2.37,174.81,438.46
12061,304.17,0.01807,-0.43,5.39,664.07,433.78
12063,301.05,0.01481,-2.77,-3.8,352.52,428.77
12065,302.3,0.01586,-0.06,-3.93,696.91,416.58
12067,303.79,0.01643,0.4,-2.92,678.53,433.41
12069,303.8,0.02059,2.29,2.85,567.28,447.23
12071,303.48,0.01785,3.03,5.13,508.07,434.38
12073,301.74,0.01567,-1.06,-3.92,577.32,418.85
12075,301.37,0.01829,2.09,-0.79,526.18,433.13
12077,301.47,0.01626,-0.81,-2.45,221.07,441.15
12079,302.94,0.0156,0.62,-3.34,768.96,419.11
12081,302.38,0.0205,2.73,4.59,599.12,436.14
12083,304.61,0.01785,4.34,0.3,823.37,431.23
12085,305.39,0.01706,0.03,4.76,724.6,435.73
12086,306.05,0.01698,-1.3,5.38,893.66,421.66
12087,303.57,0.02051,-1.08,3.87,898.89,413.96
12089,296.22,0.01501,3.35,-1.0,92.17,424.93
12091,300.98,0.01595,-3.35,-2.81,534.98,429.4
12093,304.83,0.01767,0.6,4.76,650.57,435.38
12095,303.23,0.02087,1.17,5.28,556.5,441.94
12097,304.64,0.01911,1.83,6.01,712.73,438.41
12099,305.85,0.01681,-1.0,5.34,814.67,434.0
12101,303.62,0.02006,3.24,1.17,621.57,444.33
12103,303.55,0.02085,3.43,2.87,867.51,424.31
12105,303.69,0.02,1.79,5.7,679.61,440.51
12107,302.36,0.01789,4.34,-0.42,861.8,416.83
12109,301.08,0.01717,5.55,0.79,841.67,411.63
12111,304.88,0.01735,0.22,4.8,732.93,433.08
12113,301.83,0.01608,-3.92,-1.99,765.23,415.11
12115,301.87,0.02065,3.16,4.8,425.94,438.02
12117,302.98,0.02077,0.67,4.63,478.27,445.84
12119,304.93,0.01918,4.21,1.83,761.17,438.49
12121,302.52,0.01593,0.56,-3.13,448.18,446.54
12123,303.3,0.0172,0.59,-2.0,647.09,431.33
12125,298.67,0.01573,0.79,-1.7,151.84,435.79
12127,303.06,0.0208,0.76,3.83,509.98,449.18
12129,302.5,0.0171,-0.44,-2.81,398.79,439.75
12131,300.39,0.01575,-2.45,-2.91,262.14,434.63
12133,300.85,0.01493,-2.37,-3.49,248.6,439.98
13001,295.22,0.01309,-1.13,-6.22,65.38,420.77
13003,301.18,0.01474,-1.13,-5.6,605.93,423.42
13005,296.61,0.01338,-1.01,-6.08,85.09,425.53
13007,299.99,0.01389,-2.22,-4.79,340.85,433.34
13009,299.13,0.01264,-2.92,-5.94,768.3,394.3
13011,299.12,0.01114,-4.39,-3.62,858.47,368.33
13013,297.77,0.01152,-4.23,-3.88,387.59,402.02
13015,299.71,0.01127,-4.58,-0.29,525.37,396.42
13017,300.77,0.01414,-2.15,-5.82,842.85,400.94
13019,301.68,0.01485,-0.76,-5.33,816.16,408.53
13021,299.38,0.01274,-3.43,-5.41,771.05,395.14
13023,299.18,0.01315,-2.99,-6.43,737.69,399.54
13025,295.0,0.01376,1.06,-5.55,149.0,417.91
13027,301.81,0.01488,-0.2,-4.96,773.18,409.25
13029,293.69,0.01347,-1.52,-6.97,153.34,415.3
13031,293.97,0.01241,-2.17,-6.6,91.94,415.31
13033,297.54,0.01224,-3.83,-6.92,498.18,406.28
13035,299.7,0.01231,-4.15,-3.72,652.21,397.32
13037,300.09,0.01358,-3.13,-5.86,570.96,412.49
13039,295.37,0.01509,3.22,-2.47,85.82,421.72
13043,294.89,0.01221,-2.53,-6.37,59.96,418.54
13045,296.56,0.01175,-3.99,-2.02,283.31,399.83
13047,302.31,0.01157,-1.36,-2.32,825.85,396.14
13049,296.58,0.01458,1.73,-3.69,113.73,426.27
13051,293.94,0.01434,-0.64,-8.28,130.87,416.81
13053,298.79,0.01291,-3.88,-3.68,487.37,421.97
13055,301.48,0.01104,-3.05,0.89,834.14,388.03
13057,298.78,0.01117,-5.33,-1.65,551.68,387.75
13059,298.71,0.01158,-4.5,-3.77,358.09,410.73
13061,299.68,0.01356,-3.55,-4.59,538.95,409.72
13063,298.41,0.01129,-4.96,-4.16,477.9,397.81
13065,300.76,0.01505,0.04,-4.49,337.42,439.13
13067,297.54,0.01135,-5.44,-2.09,242.52,401.85
13069,299.99,0.01418,-1.69,-5.77,441.84,428.79
13071,300.56,0.01451,-1.22,-5.19,590.43,416.78
13073,299.06,0.01242,-3.23,-6.36,830.92,388.96
13075,301.71,0.01485,-0.85,-5.33,798.4,407.37
13077,297.69,0.01179,-3.47,-2.8,423.68,399.59
13079,298.63,0.01259,-3.08,-4.85,659.18,399.4
13081,299.81,0.01359,-3.45,-7.01,703.95,405.06
13083,301.18,0.01122,-1.99,-1.38,823.56,388.31
13085,298.47,0.01115,-5.25,-1.05,864.91,361.64
13087,300.32,0.01452,-2.02,-4.5,384.67,419.52
13089,298.42,0.0113,-5.58,-4.08,641.88,386.88
13091,300.12,0.01356,-2.63,-6.08,783.38,400.99
13093,299.19,0.01316,-3.67,-7.05,668.4,402.61
13095,300.45,0.01388,-2.28,-5.48,609.12,415.65
13097,296.83,0.01166,-3.73,-1.84,241.6,401.56
13099,300.31,0.01397,-3.24,-4.8,497.55,417.59
13101,301.41,0.01526,0.85,-3.5,369.48,443.53
13103,292.5,0.01272,-1.69,-6.69,44.84,409.54
13105,299.11,0.01175,-4.0,-3.99,552.07,403.0
13107,298.17,0.01272,-3.49,-6.62,436.88,415.86
13109,293.62,0.01263,-1.49,-6.58,102.53,415.4
13111,299.14,0.01086,-1.74,-1.11,850.3,371.55
13113,297.98,0.01152,-3.67,-3.2,384.49,404.69
13115,300.55,0.01119,-4.0,0.72,596.67,397.52
13117,298.73,0.01092,-5.72,-3.07,712.24,375.2
13119,299.51,0.01127,-4.5,-4.16,851.04,373.08
13121,297.57,0.01125,-5.1,-3.18,296.62,402.23
13123,299.62,0.01084,-2.64,-0.56,850.36,374.26
13125,298.96,0.01276,-3.26,-6.41,767.48,394.38
13127,295.4,0.01559,1.59,-5.27,135.69,422.97
13129,301.32,0.01158,-3.65,0.93,846.64,386.7
13131,299.88,0.01457,-1.47,-4.63,389.61,423.3
13133,298.13,0.01198,-3.2,-4.83,534.86,407.47
13135,297.67,0.01129,-5.55,-3.98,434.51,395.25
13137,297.69,0.01094,-4.94,-2.05,869.94,354.28
13139,298.65,0.01098,-5.06,-3.01,794.93,366.93
13141,299.04,0.01248,-2.9,-6.26,813.24,389.21
13143,296.42,0.01175,-3.83,-1.11,223.68,398.9
13145,298.28,0.01245,-3.84,-3.06,541.37,402.8
13147,299.73,0.01148,-4.36,-4.17,854.47,375.92
13149,297.1,0.01187,-3.72,-2.41,338.71,402.67
13151,299.68,0.01172,-4.83,-4.25,823.82,383.01
13153,299.3,0.01282,-3.13,-5.82,737.22,397.56
13155,300.7,0.01443,-2.17,-6.34,850.22,402.02
13157,298.68,0.01137,-4.21,-3.82,574.37,390.65
13159,299.67,0.01246,-4.39,-4.47,670.48,399.5
13161,298.25,0.01348,-2.29,-6.08,204.0,430.83
13163,299.26,0.01275,-3.61,-6.84,776.5,395.95
13165,296.53,0.01214,-3.4,-7.15,401.45,413.89
13167,299.38,0.01304,-3.19,-6.49,786.4,398.01
13169,299.26,0.01267,-3.57,-5.24,759.75,393.82
13171,298.23,0.01236,-3.54,-3.27,474.88,403.24
13173,302.31,0.01508,0.09,-4.65,734.57,422.38
13175,299.84,0.01326,-3.01,-6.39,800.94,399.22
13177,299.95,0.01364,-2.87,-6.26,670.15,407.41
13179,294.08,0.01424,-1.06,-6.89,106.88,417.16
13181,298.01,0.01168,-2.53,-5.7,663.32,393.82
13183,293.54,0.01335,-0.82,-6.17,93.93,413.47
13185,302.41,0.01504,0.16,-4.24,711.0,422.56
13187,297.82,0.01119,-5.07,-0.7,863.98,358.63
13189,298.75,0.01237,-3.03,-6.51,807.86,388.91
13191,294.92,0.01536,-0.04,-6.35,109.99,423.0
13193,298.95,0.0127,-3.03,-5.52,709.44,397.98
13195,299.18,0.01168,-4.16,-3.83,587.0,397.01
13197,298.04,0.01265,-3.45,-4.28,535.72,413.04
13199,297.69,0.01207,-3.54,-3.02,385.14,402.68
13201,299.87,0.01401,-2.69,-4.74,325.55,429.24
13205,299.25,0.01398,-1.72,-5.05,313.17,431.82
13207,298.18,0.01252,-3.0,-3.84,389.74,407.57
13209,298.36,0.0132,-3.0,-6.13,306.3,427.86
13211,299.34,0.01218,-4.53,-4.48,677.17,397.02
13213,301.86,0.01105,-0.95,-0.99,837.58,390.75
13215,299.37,0.01261,-4.5,-3.55,637.81,402.34
13217,300.06,0.01193,-4.77,-4.18,865.8,381.29
13219,298.86,0.01186,-4.32,-3.7,509.97,406.75
13221,297.98,0.01193,-3.63,-3.8,294.43,417.01
13223,297.15,0.01172,-3.9,-0.55,253.65,401.64
13225,299.05,0.01268,-3.14,-5.29,777.57,394.04
13227,299.14,0.01154,-5.07,0.09,856.43,370.6
13229,295.46,0.01342,0.15,-6.42,95.15,420.3
13231,299.26,0.01224,-3.5,-3.27,857.88,382.04
13233,297.97,0.01175,-3.6,0.11,275.29,403.74
13235,299.58,0.01322,-3.06,-6.87,715.63,403.0
13237,299.27,0.01227,-3.76,-5.54,835.48,387.61
